770.255	65.596	-301.158	179.9999	-24.999	-0.0
771.326	65.714	-301.16	179.9996	-24.9988	-0.0
772.439	65.83	-301.161	179.9996	-24.9987	-0.0
773.522	65.949	-301.153	180.0	-24.9992	-0.001
774.633	66.073	-301.152	179.9993	-24.9993	-0.0
775.706	66.194	-301.155	180.0	-24.9995	-0.0
776.826	66.318	-301.15	180.0	-24.9997	-0.0
777.891	66.433	-301.157	180.0	-24.999	-0.001
779.01	66.556	-301.151	179.9993	-24.9994	-0.0
780.08	66.684	-301.152	179.9999	-24.9997	-0.0
781.195	66.806	-301.152	179.9997	-24.9994	-0.0
782.262	66.924	-301.158	179.9992	-24.9992	0.0013
783.375	67.044	-301.157	179.9995	-24.9989	0.0
784.454	67.16	-301.152	179.9999	-24.9995	-0.0
785.571	67.283	-301.151	180.0	-24.9997	-0.0
786.644	67.41	-301.151	180.0	-24.9997	-0.0
787.76	67.531	-301.15	-179.9994	-24.9999	-0.0
788.833	67.645	-301.148	-179.9996	-25.0	-0.0
789.944	67.767	-301.152	180.0	-24.9997	-0.0
791.013	67.889	-301.155	179.9996	-24.9993	0.0001
792.123	68.009	-301.157	179.9991	-24.9991	0.0008
793.197	68.134	-301.154	179.9998	-24.9996	0.0004
794.316	68.252	-301.151	179.9997	-24.9995	-0.0
795.386	68.375	-301.153	-179.9998	-24.9995	-0.0
796.511	68.5	-301.143	179.9997	-25.0005	0.0008
797.576	68.619	-301.15	-179.9995	-25.0	-0.0
798.69	68.735	-301.15	179.9998	-24.9994	-0.0
799.759	68.861	-301.155	179.9995	-24.9995	0.0009
800.878	68.979	-301.149	179.9998	-24.9999	0.0
801.951	69.098	-301.148	179.9995	-24.9997	0.0002
803.06	69.217	-301.152	-179.9999	-24.9998	-0.0
804.136	69.341	-301.151	-179.9996	-24.9999	-0.0
805.246	69.466	-301.153	179.9993	-24.9994	0.0011
806.319	69.576	-301.156	179.9993	-24.9991	0.0003
807.435	69.704	-301.152	179.9993	-24.9995	0.0009
808.512	69.827	-301.148	-179.9997	-25.0001	-0.0
809.624	69.944	-301.149	179.9997	-25.0	0.0004
810.688	70.057	-301.159	179.9997	-24.9988	-0.0
811.804	70.186	-301.153	-179.9999	-24.9996	-0.0
812.886	70.306	-301.147	-179.9997	-25.0	-0.0
813.996	70.434	-301.152	-179.9999	-24.9997	0.0
815.064	70.552	-301.153	179.9991	-24.9995	0.0016
816.183	70.664	-301.152	-179.9999	-24.9995	-0.0
817.253	70.786	-301.152	179.9997	-24.9996	0.0
818.371	70.908	-301.148	179.9996	-24.9997	-0.0
819.44	71.031	-301.155	180.0	-24.9996	0.0
820.556	71.152	-301.148	179.9993	-24.9997	0.0006
821.621	71.27	-301.159	180.0	-24.9992	-0.0
822.74	71.393	-301.152	-179.9998	-24.9997	-0.0
823.817	71.512	-301.149	-179.9995	-24.9999	-0.0
824.928	71.633	-301.152	179.9999	-24.9994	-0.0
826.008	71.756	-301.148	-179.9999	-25.0001	-0.0
827.118	71.875	-301.149	179.9991	-24.9996	0.0009
828.193	71.993	-301.149	179.9995	-24.9998	0.0003
829.305	72.113	-301.148	179.9999	-24.9997	-0.0
830.375	72.241	-301.151	179.999	-24.9994	0.0014
831.49	72.365	-301.15	179.9994	-24.9997	0.0011
832.563	72.482	-301.153	180.0	-24.9998	0.0001
833.674	72.604	-301.155	179.9996	-24.9996	0.0007
834.746	72.719	-301.154	179.9996	-24.9998	0.0006
835.863	72.848	-301.15	-179.9998	-24.9998	-0.0
836.928	72.961	-301.158	179.9994	-24.9989	0.0003
838.053	73.083	-301.146	180.0	-24.9999	-0.0
839.119	73.199	-301.154	179.9997	-24.9994	-0.0
840.236	73.329	-301.152	179.9995	-24.9993	0.0004
841.308	73.446	-301.152	-179.9999	-24.9998	-0.0
842.421	73.563	-301.153	179.9992	-24.9993	0.0004
843.488	73.688	-301.155	179.9991	-24.9993	0.0013
844.603	73.805	-301.155	179.9996	-24.9992	-0.0
845.682	73.935	-301.153	180.0	-24.9997	0.0002
846.796	74.05	-301.149	179.9998	-24.9996	-0.0
847.872	74.165	-301.15	179.9995	-24.9997	0.0
848.974	74.292	-301.155	179.9998	-24.9993	-0.0
850.045	74.404	-301.159	179.9993	-24.9989	0.0001
851.16	74.536	-301.159	179.9994	-24.9991	0.0006
852.25	74.651	-301.144	180.0	-25.0003	-0.0
853.36	74.779	-301.147	179.9999	-25.0	-0.0
854.428	74.899	-301.152	-179.9999	-24.9995	-0.0
855.544	75.019	-301.147	180.0	-25.0002	-0.0
856.615	75.142	-301.15	-179.9993	-25.0	-0.0
857.736	75.26	-301.145	-179.9995	-25.0003	-0.0
858.803	75.38	-301.15	-179.9997	-24.9998	-0.0
859.913	75.498	-301.154	-179.9995	-24.9997	-0.0
860.989	75.617	-301.151	179.9996	-24.9995	-0.0
862.101	75.749	-301.153	-179.9998	-24.9998	0.0
863.178	75.869	-301.148	179.9998	-24.9999	0.0006
864.287	75.984	-301.153	-179.9994	-24.9998	-0.0
865.36	76.101	-301.151	179.9999	-24.9995	-0.0
866.482	76.234	-301.143	-179.9997	-25.0005	-0.0
867.543	76.34	-301.156	179.9994	-24.9993	0.0003
868.661	76.468	-301.151	179.9996	-24.9998	0.0007
869.736	76.587	-301.152	180.0	-24.9997	-0.0
870.849	76.712	-301.149	180.0	-24.9997	-0.0
871.926	76.835	-301.148	180.0	-25.0	0.0001
873.043	76.951	-301.143	179.9998	-25.0005	0.0003
874.115	77.07	-301.144	179.9996	-25.0003	0.0006
875.224	77.192	-301.149	179.9997	-24.9997	0.0
876.298	77.311	-301.148	-179.9998	-24.9999	-0.0
877.409	77.438	-301.15	179.9992	-24.9998	0.0014
878.479	77.552	-301.151	-179.9999	-24.9995	-0.0
879.592	77.681	-301.151	179.9995	-24.9997	0.0011
880.674	77.799	-301.147	-179.9998	-25.0001	-0.0
881.783	77.913	-301.149	179.9994	-24.9998	0.0005
882.854	78.045	-301.152	179.9995	-24.9998	0.0015
883.971	78.152	-301.147	180.0	-24.9998	-0.001
885.045	78.275	-301.147	180.0	-25.0003	-0.0
886.161	78.398	-301.147	179.9999	-25.0001	-0.0
887.229	78.528	-301.149	179.9996	-25.0001	0.0014
888.348	78.639	-301.146	-179.9998	-25.0003	-0.0
889.408	78.763	-301.158	-179.9999	-24.9992	-0.0
890.529	78.89	-301.152	-179.9997	-24.9999	-0.0
891.608	79.01	-301.143	179.9999	-25.0005	0.0008
892.721	79.129	-301.147	-179.9994	-25.0001	-0.0
893.781	79.242	-301.157	179.9991	-24.9991	0.0009
894.898	79.365	-301.151	179.9999	-24.9996	-0.0
895.976	79.485	-301.152	-179.9995	-24.9999	-0.0
897.086	79.606	-301.154	179.9995	-24.9995	0.0006
898.161	79.732	-301.149	-179.9996	-24.9999	-0.0
899.274	79.856	-301.149	179.9998	-24.9999	0.0007
900.35	79.972	-301.148	-179.9996	-25.0002	-0.0
901.455	80.09	-301.157	179.9994	-24.9992	0.0006
902.526	80.203	-301.158	179.9994	-24.999	0.0
903.651	80.34	-301.149	-179.9995	-25.0	-0.0
904.725	80.456	-301.147	-179.9997	-25.0002	-0.0
905.833	80.576	-301.151	-179.9994	-25.0	-0.0
906.912	80.688	-301.147	-179.9999	-25.0	-0.0
908.02	80.822	-301.154	-179.9998	-24.9996	-0.0
909.087	80.935	-301.158	179.9997	-24.9992	0.0003
910.207	81.054	-301.149	179.9996	-24.9997	0.0
911.273	81.179	-301.157	179.9997	-24.9992	0.0002
912.391	81.301	-301.153	179.9996	-24.9995	0.0005
913.474	81.417	-301.147	-179.9999	-25.0002	-0.0
914.574	81.545	-301.154	179.999	-24.9994	0.0016
915.658	81.662	-301.146	-179.9994	-25.0003	-0.0
916.771	81.78	-301.147	179.9999	-25.0001	0.0
917.847	81.906	-301.147	-179.9999	-25.0001	0.0
918.962	82.026	-301.146	179.9997	-25.0003	0.0007
920.02	82.143	-301.156	179.9998	-24.9992	-0.0
921.137	82.264	-301.152	-179.9996	-24.9997	-0.0
922.208	82.386	-301.156	180.0	-24.9992	-0.0
923.324	82.511	-301.156	180.0	-24.9996	0.0002
924.399	82.635	-301.15	180.0	-25.0001	0.0006
925.522	82.753	-301.147	180.0	-25.0002	0.0002
926.59	82.871	-301.15	-179.9998	-24.9997	-0.0
927.704	82.992	-301.147	179.9997	-25.0001	0.0005
928.771	83.112	-301.153	179.9996	-24.9994	0.0002
929.883	83.233	-301.154	179.9999	-24.9996	0.0002
930.966	83.356	-301.147	-179.9998	-25.0001	-0.0
932.074	83.472	-301.149	-179.9998	-24.9999	-0.0
933.142	83.597	-301.156	179.9999	-24.9995	0.0004
934.263	83.716	-301.151	179.9996	-24.9999	0.0009
935.378	83.84	-301.146	179.9999	-25.0	-0.0
936.448	83.965	-301.151	-179.9995	-24.9999	-0.0
937.564	84.081	-301.15	179.9997	-24.9999	0.0005
938.629	84.201	-301.155	179.9999	-24.9994	-0.0
939.747	84.318	-301.15	179.9994	-24.9997	0.0006
940.824	84.44	-301.15	180.0	-24.9999	-0.0
941.942	84.57	-301.142	-179.9996	-25.0006	-0.0
943.004	84.674	-301.151	180.0	-24.9996	-0.001
944.119	84.806	-301.154	-179.9999	-24.9997	-0.0
945.193	84.927	-301.15	179.9998	-24.9998	0.0003
946.305	85.04	-301.154	179.9995	-24.9994	0.0001
947.379	85.161	-301.153	179.9998	-24.9995	-0.0
948.491	85.288	-301.153	179.9999	-24.9996	-0.0
949.567	85.412	-301.148	179.9997	-25.0	0.0008
950.68	85.528	-301.152	180.0	-24.9999	0.0
951.748	85.644	-301.155	-179.9997	-24.9994	-0.0
952.875	85.778	-301.145	-179.9998	-25.0005	0.0
953.946	85.896	-301.144	-179.9998	-25.0004	0.0
955.052	86.007	-301.152	-179.9996	-24.9998	-0.0
956.136	86.13	-301.145	180.0	-25.0003	0.0
957.243	86.256	-301.149	-179.9994	-25.0001	-0.0
958.309	86.373	-301.151	179.9991	-24.9996	0.0013
959.429	86.5	-301.149	-179.9999	-25.0	0.0
960.494	86.616	-301.156	179.9997	-24.9993	-0.0
961.617	86.736	-301.149	179.9996	-25.0002	0.0008
962.697	86.853	-301.141	-179.9997	-25.0006	-0.0
963.798	86.977	-301.152	180.0	-24.9998	-0.0
964.877	87.099	-301.148	179.9995	-25.0001	0.001
965.994	87.224	-301.145	-179.9998	-25.0004	-0.0
967.052	87.336	-301.159	-179.9999	-24.999	-0.0
968.171	87.464	-301.152	-179.9994	-24.9998	-0.0
969.244	87.582	-301.151	179.9995	-24.9996	0.0007
970.362	87.711	-301.147	-179.9998	-25.0003	0.0
971.435	87.829	-301.149	179.9997	-25.0	0.0009
972.545	87.952	-301.154	180.0	-24.9997	0.0002
973.62	88.071	-301.151	179.9999	-24.9999	0.0006
974.733	88.196	-301.151	180.0	-25.0	0.0007
975.8	88.309	-301.157	179.9994	-24.9992	0.0008
