2, 0, 728, 52.000, -170.500, 166, 65.30, -14.200, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 707.395, 101.965, -260.500, 171.000, 48.7, -9.2, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 706.354, 50.86, -292.71, 174.68, 34.66, -7.4, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 757.91, 39.547, -98.3, 173.4, 79.24, -5.58, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 781.887, 54.068, -66.85, 102, 83.75, -76.24, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 732.847, 94, -208.51, 137.61, 58.63, -42.140, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 732.65, 114.35, -245.470, 148.000, 50.68, -34.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 739.557, 90, -275.700, 154.000, 43.6, -28.500, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 753.5, 63.000, -160.600, 122.800, 65.00, -55.00, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 771.5, 46.72, -121.6, 104, 68.7, -72.32, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 696, -28, -99, -132, 50, 46, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 698, -130, -118, -126, 50, 74, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 680, -7, -214.500, -152.000, 38.00, 28.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 704, -42, -77.5, -143.8, 64, 42.5, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 734, -14, -65, -133, 70, 50, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 666, 31, -181.468,174, 64, 11.2, 0, 0, 0, 0, 0, 0, 0, 0
