681.5856194152541	-167.2448608149914	158.0
685.410636667618	-168.68936329066076	158.0
689.3901284193332	-170.0568120951056	158.0
693.6745376452981	-172.88563892255706	158.0
697.6709307308907	-174.3708925031844	158.0
701.9465530330281	-175.7355808106048	158.0
705.8748036974416	-176.89323958456632	158.0
709.9480143075388	-177.83902231991883	158.0
713.8415295561475	-178.77494133999662	158.0
717.8670130312499	-179.9458901396131	158.0
721.9402350436663	-180.65210941991612	158.0
726.2406546038509	-181.59568752565121	158.0
730.2022398681751	-182.32063212185824	158.0
734.5727240388198	-182.5606095260615	158.0
738.7811478469506	-183.25550977277925	158.0
742.94072173426	-183.233067065108	158.0
747.3368397121543	-183.0040121154932	158.0
751.6827934660218	-182.53889468122594	158.0
755.9747650245298	-182.31365873731056	158.0
759.8503859687204	-181.59155830445872	158.0
764.338560390033	-180.88563576928908	158.0
768.1462125162484	-179.96797717881606	158.0
771.9790387188725	-189.0740823725801	158.0
776.0170566324014	-178.09018899540686	158.0
780.3717433519307	-176.69513043605056	158.0
784.8266266461507	-173.85468528423362	158.0
788.492539668629	-180.2038127588079	158.0
792.6228218245643	-192.56666021554307	158.0
797.1422231541765	-183.68389278435447	158.0
800.8277212759938	-192.5743368090466	158.0
804.9170859401197	-191.42518868715956	158.0
809.1559526242585	-188.62330502434884	158.0
813.0517373529683	-191.41295117026525	158.0
817.0252956277288	-189.53725803796164	158.0
820.8317910661945	-190.21961857483	158.0
824.9824429986928	-195.7831005783877	158.0
829.6275550315783	-180.6861781218427	158.0
833.9781854262703	-175.52676276456688	158.0
837.659064027904	-190.46209149653114	158.0
842.2467975179749	-161.2880851193947	158.0
846.1974151585214	-167.2434402108978	158.0
850.1530259047781	-180.9085893076104	158.0
854.4715860246381	-181.62239998788507	158.0
858.2814762200634	-203.69258785159602	158.0
862.5585863392886	-184.1943642166089	158.0
867.3761144084667	-160.84227546475316	158.0
870.5694621737172	-202.75320428332503	158.0
875.2786595843055	-169.89914540957167	158.0
878.9572424019003	-199.70689040142085	158.0
882.7434534830682	-205.32784884159642	158.0
887.6794279619451	-169.19178813254146	158.0
891.7815914064544	-171.06541002518716	158.0
